Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation,Zone,PossRegain,PossLoss,PossWon
Chicago Fire v Colorado Rapids,First Half,326.400,Touch,Gabriel TORRES,Colorado Rapids,,,25.00,-29.00,26.00,-26.00,180,Zone 99,5,11,5
Chicago Fire v Colorado Rapids,First Half,328.000,Touch,Gabriel TORRES,Colorado Rapids,,,26.00,-26.00,27.00,-22.00,180,Zone 99,5,11,5
Chicago Fire v Colorado Rapids,First Half,328.600,Touch,Gabriel TORRES,Colorado Rapids,,,27.00,-22.00,28.00,-24.00,180,Zone 99,5,11,5
Chicago Fire v Colorado Rapids,First Half,329.000,Touch,Gabriel TORRES,Colorado Rapids,David ACCAM,Chicago Fire,28.00,-24.00,28.00,-24.00,180,Zone 99,5,11,5
Chicago Fire v Colorado Rapids,First Half,330.200,Dribble,Gabriel TORRES,Colorado Rapids,,,22.00,-28.00,29.00,-22.00,180,Zone 99,5,11,5
Chicago Fire v Colorado Rapids,First Half,330.300,Pass,Gabriel TORRES,Colorado Rapids,,,29.00,-22.00,18.00,-10.00,180,Zone 99,5,11,5
Chicago Fire v Colorado Rapids,First Half,331.500,Touch,Marcelo SARVAS,Colorado Rapids,,,18.00,-10.00,18.00,-9.00,180,Zone 90,7,10,7
Chicago Fire v Colorado Rapids,First Half,332.000,Touch,Marcelo SARVAS,Colorado Rapids,,,18.00,-9.00,16.00,-9.00,180,Zone 90,7,10,7
Chicago Fire v Colorado Rapids,First Half,333.100,Pass,Marcelo SARVAS,Colorado Rapids,,,16.00,-9.00,-31.00,10.00,180,Zone 56,7,10,7
Chicago Fire v Colorado Rapids,First Half,336.100,Touch,Dillon SERNA,Colorado Rapids,,,-31.00,10.00,-20.00,2.00,180,Zone 34,5,11,5
Chicago Fire v Colorado Rapids,First Half,339.100,Pass,Eric GEHRIG,Chicago Fire,,,-20.00,2.00,-2.00,13.00,0,Zone 90,10,8,10
Chicago Fire v Colorado Rapids,First Half,341.300,Touch,Patrick NYARKO,Chicago Fire,,,-2.00,13.00,5.00,13.00,0,Zone 57,10,14,10
Chicago Fire v Colorado Rapids,First Half,342.200,Touch,Patrick NYARKO,Chicago Fire,,,5.00,13.00,12.00,12.00,0,Zone 50,10,14,10
Chicago Fire v Colorado Rapids,First Half,343.200,Touch,Patrick NYARKO,Chicago Fire,,,12.00,12.00,18.00,12.00,0,Zone 49,10,14,10
Chicago Fire v Colorado Rapids,First Half,344.100,Touch,Patrick NYARKO,Chicago Fire,,,18.00,12.00,22.00,12.00,0,Zone 37,10,14,10
Chicago Fire v Colorado Rapids,First Half,345.100,Touch,Patrick NYARKO,Chicago Fire,,,22.00,12.00,27.00,13.00,0,Zone 37,10,14,10
Chicago Fire v Colorado Rapids,First Half,345.600,Touch,Patrick NYARKO,Chicago Fire,,,27.00,13.00,31.00,13.00,0,Zone 36,10,14,10
Chicago Fire v Colorado Rapids,First Half,346.400,Touch,Patrick NYARKO,Chicago Fire,,,31.00,13.00,38.00,13.00,0,Zone 36,10,14,10
Chicago Fire v Colorado Rapids,First Half,347.200,Touch,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,38.00,13.00,38.00,13.00,0,Zone 26,10,14,10
Chicago Fire v Colorado Rapids,First Half,348.200,Dribble,Patrick NYARKO,Chicago Fire,,,-2.00,13.00,44.00,14.00,0,Zone 57,10,14,10
Chicago Fire v Colorado Rapids,First Half,348.300,Shot,Patrick NYARKO,Chicago Fire,,,44.00,14.00,51.00,2.00,0,Zone 25,10,14,10
Chicago Fire v Colorado Rapids,First Half,349.000,Goalkeeper Save Catch,Clint IRWIN,Colorado Rapids,,,51.00,2.00,41.00,-2.00,180,Zone 73,6,9,6
Chicago Fire v Colorado Rapids,First Half,362.800,Goalkeeper Kick,Clint IRWIN,Colorado Rapids,,,41.00,-2.00,0.00,-34.00,180,Zone 78,6,9,6
Chicago Fire v Colorado Rapids,First Half,369.500,Throw In,Joevin JONES,Chicago Fire,,,-4.00,-34.00,-5.00,-26.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,370.200,Touch,Michael STEPHENS,Chicago Fire,,,-5.00,-26.00,-6.00,-26.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,371.300,Pass,Michael STEPHENS,Chicago Fire,,,-6.00,-26.00,-3.00,-32.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,372.000,Touch,Joevin JONES,Chicago Fire,,,-3.00,-32.00,-3.00,-32.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,373.200,Pass,Joevin JONES,Chicago Fire,,,-3.00,-32.00,18.00,-3.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,374.900,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,18.00,-3.00,19.00,-3.00,0,Zone 35,0,9,0
Chicago Fire v Colorado Rapids,First Half,375.400,Pass,Kennedy IGBOANANIKE,Chicago Fire,,,19.00,-3.00,12.00,-8.00,0,Zone 35,0,9,0
Chicago Fire v Colorado Rapids,First Half,375.600,Handball,Sean ST LEDGER,Colorado Rapids,,,12.00,-8.00,12.00,-8.00,180,Zone 56,10,6,10
Chicago Fire v Colorado Rapids,First Half,389.700,Direct Free Kick Pass,Michael STEPHENS,Chicago Fire,,,12.00,-8.00,17.00,-30.00,0,Zone 45,9,6,9
Chicago Fire v Colorado Rapids,First Half,391.000,Touch,Joevin JONES,Chicago Fire,,,17.00,-30.00,18.00,-30.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,392.100,Touch,Joevin JONES,Chicago Fire,,,18.00,-30.00,24.00,-30.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,393.600,Pass,Joevin JONES,Chicago Fire,,,24.00,-30.00,37.00,-18.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,394.300,Touch,Harrison SHIPP,Chicago Fire,,,37.00,-18.00,36.00,-20.00,0,Zone 6,3,8,2
Chicago Fire v Colorado Rapids,First Half,395.200,Touch,Harrison SHIPP,Chicago Fire,,,36.00,-20.00,31.00,-19.00,0,Zone 6,3,8,2
Chicago Fire v Colorado Rapids,First Half,396.300,Pass,Harrison SHIPP,Chicago Fire,,,31.00,-19.00,16.00,-18.00,0,Zone 4,3,8,2
Chicago Fire v Colorado Rapids,First Half,397.600,Touch,Michael STEPHENS,Chicago Fire,,,16.00,-18.00,14.00,-18.00,0,Zone 43,9,6,9
Chicago Fire v Colorado Rapids,First Half,398.700,Touch,Michael STEPHENS,Chicago Fire,,,14.00,-18.00,13.00,-18.00,0,Zone 43,9,6,9
Chicago Fire v Colorado Rapids,First Half,399.300,Pass,Michael STEPHENS,Chicago Fire,,,13.00,-18.00,7.00,-17.00,0,Zone 43,9,6,9
Chicago Fire v Colorado Rapids,First Half,400.600,Touch,Jeff LARENTOWICZ,Chicago Fire,,,7.00,-17.00,6.00,-16.00,0,Zone 44,8,9,8
Chicago Fire v Colorado Rapids,First Half,401.300,Pass,Jeff LARENTOWICZ,Chicago Fire,,,6.00,-16.00,7.00,7.00,0,Zone 44,8,9,8
Chicago Fire v Colorado Rapids,First Half,403.100,Touch,Eric GEHRIG,Chicago Fire,,,7.00,7.00,7.00,7.00,0,Zone 48,10,8,10
Chicago Fire v Colorado Rapids,First Half,404.700,Pass,Eric GEHRIG,Chicago Fire,,,7.00,7.00,37.00,31.00,0,Zone 48,10,8,10
Chicago Fire v Colorado Rapids,First Half,406.300,Touch,Matt POLSTER,Chicago Fire,,,37.00,31.00,38.00,34.00,0,Zone 42,12,13,12
Chicago Fire v Colorado Rapids,First Half,423.000,Throw In,Maynor FIGUEROA,Colorado Rapids,,,38.00,34.00,20.00,29.00,180,Zone 60,15,18,15
Chicago Fire v Colorado Rapids,First Half,425.000,Header,Matt POLSTER,Chicago Fire,Kevin DOYLE,Colorado Rapids,20.00,29.00,14.00,8.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,427.100,Pass,Michael STEPHENS,Chicago Fire,,,14.00,8.00,25.00,28.00,0,Zone 47,9,6,9
Chicago Fire v Colorado Rapids,First Half,428.600,Touch,Patrick NYARKO,Chicago Fire,,,25.00,28.00,25.00,26.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,429.500,Touch,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,25.00,26.00,26.00,25.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,430.100,Tackle,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,26.00,25.00,25.00,23.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,431.100,Pass,Maynor FIGUEROA,Colorado Rapids,,,25.00,23.00,26.00,20.00,180,Zone 59,15,18,15
Chicago Fire v Colorado Rapids,First Half,432.000,Clearance,Marcelo SARVAS,Colorado Rapids,,,26.00,20.00,24.00,20.00,180,Zone 62,7,10,7
Chicago Fire v Colorado Rapids,First Half,432.100,Block,Patrick NYARKO,Chicago Fire,,,24.00,20.00,17.00,17.00,0,Zone 40,10,14,10
Chicago Fire v Colorado Rapids,First Half,434.500,Pass,Matt WATSON,Chicago Fire,,,17.00,17.00,18.00,12.00,0,Zone 49,8,10,8
Chicago Fire v Colorado Rapids,First Half,436.300,Pass,Marcelo SARVAS,Colorado Rapids,,,18.00,12.00,17.00,27.00,180,Zone 88,7,10,7
Chicago Fire v Colorado Rapids,First Half,437.600,Pass,Dillon SERNA,Colorado Rapids,,,17.00,27.00,11.00,10.00,180,Zone 52,5,11,5
Chicago Fire v Colorado Rapids,First Half,438.600,Touch,Kevin DOYLE,Colorado Rapids,,,11.00,10.00,12.00,9.00,180,Zone 53,4,5,4
Chicago Fire v Colorado Rapids,First Half,441.000,Pass,Kevin DOYLE,Colorado Rapids,,,12.00,9.00,-4.00,-10.00,180,Zone 54,4,5,4
Chicago Fire v Colorado Rapids,First Half,443.600,Touch,Joevin JONES,Chicago Fire,,,-4.00,-10.00,-4.00,-14.00,0,Zone 53,7,12,7
Chicago Fire v Colorado Rapids,First Half,444.300,Touch,Joevin JONES,Chicago Fire,,,-4.00,-14.00,-2.00,-15.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,445.500,Pass,Joevin JONES,Chicago Fire,,,-2.00,-15.00,25.00,-15.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,447.000,Pass,Bobby BURLING,Colorado Rapids,,,25.00,-15.00,18.00,-15.00,180,Zone 98,9,9,9
Chicago Fire v Colorado Rapids,First Half,447.700,Touch,Drew MOOR,Colorado Rapids,,,18.00,-15.00,18.00,-23.00,180,Zone 97,13,15,13
Chicago Fire v Colorado Rapids,First Half,449.200,Pass,Drew MOOR,Colorado Rapids,,,18.00,-23.00,30.00,-18.00,180,Zone 99,13,15,13
Chicago Fire v Colorado Rapids,First Half,451.600,Touch,Bobby BURLING,Colorado Rapids,,,30.00,-18.00,30.00,-17.00,180,Zone 98,9,9,9
Chicago Fire v Colorado Rapids,First Half,452.400,Pass,Bobby BURLING,Colorado Rapids,,,30.00,-17.00,34.00,1.00,180,Zone 98,9,9,9
Chicago Fire v Colorado Rapids,First Half,454.200,Touch,Sean ST LEDGER,Colorado Rapids,,,34.00,1.00,31.00,3.00,180,Zone 93,10,6,10
Chicago Fire v Colorado Rapids,First Half,455.700,Pass,Sean ST LEDGER,Colorado Rapids,,,31.00,3.00,18.00,4.00,180,Zone 89,10,6,10
Chicago Fire v Colorado Rapids,First Half,456.500,Pass,Marcelo SARVAS,Colorado Rapids,,,18.00,4.00,32.00,9.00,180,Zone 88,7,10,7
Chicago Fire v Colorado Rapids,First Half,457.500,Touch,Sean ST LEDGER,Colorado Rapids,,,32.00,9.00,32.00,9.00,180,Zone 93,10,6,10
Chicago Fire v Colorado Rapids,First Half,458.200,Pass,Sean ST LEDGER,Colorado Rapids,,,32.00,9.00,34.00,26.00,180,Zone 93,10,6,10
Chicago Fire v Colorado Rapids,First Half,459.600,Touch,Maynor FIGUEROA,Colorado Rapids,,,34.00,26.00,34.00,27.00,180,Zone 59,15,18,15
Chicago Fire v Colorado Rapids,First Half,460.700,Pass,Maynor FIGUEROA,Colorado Rapids,,,34.00,27.00,14.00,27.00,180,Zone 59,15,18,15
Chicago Fire v Colorado Rapids,First Half,461.900,Pass,Dillon SERNA,Colorado Rapids,,,14.00,27.00,26.00,27.00,180,Zone 52,5,11,5
Chicago Fire v Colorado Rapids,First Half,464.200,Touch,Patrick NYARKO,Chicago Fire,,,26.00,27.00,27.00,28.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,464.900,Touch,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,27.00,28.00,28.00,28.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,465.200,Foul,Patrick NYARKO,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,28.00,28.00,28.00,28.00,0,Zone 41,10,14,10
Chicago Fire v Colorado Rapids,First Half,514.100,Direct Free Kick Cross,David ACCAM,Chicago Fire,,,28.00,28.00,44.00,-4.00,0,Zone 41,4,16,4
Chicago Fire v Colorado Rapids,First Half,515.700,Header,Bobby BURLING,Colorado Rapids,,,44.00,-4.00,24.00,-23.00,180,Zone 81,9,9,9
Chicago Fire v Colorado Rapids,First Half,518.800,Pass,Michael STEPHENS,Chicago Fire,,,24.00,-23.00,7.00,-10.00,0,Zone 2,9,6,9
Chicago Fire v Colorado Rapids,First Half,522.100,Pass,Joevin JONES,Chicago Fire,,,7.00,-10.00,-30.00,-2.00,0,Zone 46,7,12,7
Chicago Fire v Colorado Rapids,First Half,525.900,Touch,Sean JOHNSON,Chicago Fire,,,-30.00,-2.00,-28.00,-2.00,0,Zone 89,6,0,6
Chicago Fire v Colorado Rapids,First Half,527.300,Pass,Sean JOHNSON,Chicago Fire,,,-28.00,-2.00,-19.00,-22.00,0,Zone 89,6,0,6
Chicago Fire v Colorado Rapids,First Half,529.200,Touch,Joevin JONES,Chicago Fire,,,-19.00,-22.00,-19.00,-19.00,0,Zone 59,7,12,7
Chicago Fire v Colorado Rapids,First Half,529.600,Touch,Joevin JONES,Chicago Fire,,,-19.00,-19.00,-14.00,-24.00,0,Zone 61,7,12,7
Chicago Fire v Colorado Rapids,First Half,531.200,Pass,Joevin JONES,Chicago Fire,,,-14.00,-24.00,-9.00,-31.00,0,Zone 52,7,12,7
Chicago Fire v Colorado Rapids,First Half,532.400,Touch,Michael STEPHENS,Chicago Fire,,,-9.00,-31.00,-8.00,-30.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,533.300,Touch,Michael STEPHENS,Chicago Fire,,,-8.00,-30.00,-8.00,-22.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,535.800,Touch,Michael STEPHENS,Chicago Fire,,,-8.00,-22.00,-8.00,-22.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,536.400,Pass,Michael STEPHENS,Chicago Fire,,,-8.00,-22.00,-5.00,-30.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,537.600,Touch,Joevin JONES,Chicago Fire,,,-5.00,-30.00,-6.00,-30.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,538.800,Touch,Joevin JONES,Chicago Fire,,,-6.00,-30.00,-5.00,-29.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,539.400,Pass,Joevin JONES,Chicago Fire,,,-5.00,-29.00,-10.00,-20.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,540.600,Touch,Michael STEPHENS,Chicago Fire,,,-10.00,-20.00,-11.00,-18.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,541.300,Touch,Michael STEPHENS,Chicago Fire,,,-11.00,-18.00,-14.00,-18.00,0,Zone 51,9,6,9
Chicago Fire v Colorado Rapids,First Half,542.200,Pass,Michael STEPHENS,Chicago Fire,,,-14.00,-18.00,-18.00,5.00,0,Zone 52,9,6,9
Chicago Fire v Colorado Rapids,First Half,544.500,Touch,Eric GEHRIG,Chicago Fire,,,-18.00,5.00,-18.00,5.00,0,Zone 90,10,8,10
Chicago Fire v Colorado Rapids,First Half,546.700,Pass,Eric GEHRIG,Chicago Fire,,,-18.00,5.00,11.00,31.00,0,Zone 90,10,8,10
Chicago Fire v Colorado Rapids,First Half,547.500,Touch,Matt POLSTER,Chicago Fire,,,11.00,31.00,11.00,28.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,548.000,Touch,Matt POLSTER,Chicago Fire,Dillon SERNA,Colorado Rapids,11.00,28.00,11.00,28.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,548.500,Dribble,Matt POLSTER,Chicago Fire,,,11.00,31.00,12.00,25.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,548.600,Pass,Matt POLSTER,Chicago Fire,,,12.00,25.00,19.00,19.00,0,Zone 49,12,13,12
Chicago Fire v Colorado Rapids,First Half,549.300,Pass,Patrick NYARKO,Chicago Fire,,,19.00,19.00,10.00,19.00,0,Zone 40,10,14,10
Chicago Fire v Colorado Rapids,First Half,550.100,Touch,Matt POLSTER,Chicago Fire,,,10.00,19.00,10.00,13.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,551.800,Pass,Matt POLSTER,Chicago Fire,,,10.00,13.00,-6.00,-8.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,553.500,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-6.00,-8.00,-7.00,-10.00,0,Zone 53,8,9,8
Chicago Fire v Colorado Rapids,First Half,554.800,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-7.00,-10.00,11.00,-29.00,0,Zone 53,8,9,8
Chicago Fire v Colorado Rapids,First Half,556.300,Pass,Joevin JONES,Chicago Fire,,,11.00,-29.00,9.00,-22.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,557.300,Touch,Harrison SHIPP,Chicago Fire,,,9.00,-22.00,7.00,-22.00,0,Zone 44,3,8,2
Chicago Fire v Colorado Rapids,First Half,558.700,Pass,Harrison SHIPP,Chicago Fire,,,7.00,-22.00,-2.00,-19.00,0,Zone 44,3,8,2
Chicago Fire v Colorado Rapids,First Half,560.000,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-2.00,-19.00,0.00,-17.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,560.200,Touch,Jeff LARENTOWICZ,Chicago Fire,,,0.00,-17.00,2.00,-15.00,0,Zone 51,8,9,8
Chicago Fire v Colorado Rapids,First Half,561.800,Pass,Jeff LARENTOWICZ,Chicago Fire,,,2.00,-15.00,39.00,-6.00,0,Zone 44,8,9,8
Chicago Fire v Colorado Rapids,First Half,564.300,Goalkeeper Punch,Clint IRWIN,Colorado Rapids,,,39.00,-6.00,21.00,-4.00,180,Zone 80,6,9,6
Chicago Fire v Colorado Rapids,First Half,565.900,Shot,Matt WATSON,Chicago Fire,,,21.00,-4.00,34.00,-2.00,0,Zone 35,8,10,8
Chicago Fire v Colorado Rapids,First Half,566.400,Handball,Clint IRWIN,Colorado Rapids,,,34.00,-2.00,32767.00,32767.00,180,Zone 92,6,9,6
Chicago Fire v Colorado Rapids,First Half,573.800,Yellow Card,Clint IRWIN,Colorado Rapids,,,32767.00,32767.00,35.00,-5.00,180,Zone 60,6,9,6
Chicago Fire v Colorado Rapids,First Half,648.500,Direct Free Kick Pass,David ACCAM,Chicago Fire,,,35.00,-5.00,35.00,-2.00,0,Zone 31,4,16,4
Chicago Fire v Colorado Rapids,First Half,649.400,Shot,Jeff LARENTOWICZ,Chicago Fire,,,35.00,-2.00,39.00,-2.00,0,Zone 31,8,9,8
Chicago Fire v Colorado Rapids,First Half,649.600,Block,Gabriel TORRES,Colorado Rapids,,,39.00,-2.00,52.00,4.00,180,Zone 78,5,11,5
Chicago Fire v Colorado Rapids,First Half,689.400,Corner Pass,David ACCAM,Chicago Fire,,,52.00,33.00,47.00,32.00,0,Zone 42,4,16,4
Chicago Fire v Colorado Rapids,First Half,690.200,Touch,Harrison SHIPP,Chicago Fire,,,47.00,32.00,43.00,30.00,0,Zone 42,3,8,2
Chicago Fire v Colorado Rapids,First Half,691.500,Pass,Harrison SHIPP,Chicago Fire,,,43.00,30.00,34.00,11.00,0,Zone 42,3,8,2
Chicago Fire v Colorado Rapids,First Half,692.800,Clearance,Gabriel TORRES,Colorado Rapids,,,34.00,11.00,19.00,34.00,180,Zone 92,5,11,5
Chicago Fire v Colorado Rapids,First Half,700.700,Throw In,Michael STEPHENS,Chicago Fire,,,19.00,34.00,9.00,25.00,0,Zone 41,9,6,9
Chicago Fire v Colorado Rapids,First Half,701.700,Pass,Matt POLSTER,Chicago Fire,,,9.00,25.00,11.00,18.00,0,Zone 50,12,13,12
Chicago Fire v Colorado Rapids,First Half,704.000,Touch,Michael STEPHENS,Chicago Fire,,,11.00,18.00,12.00,12.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,705.200,Pass,Michael STEPHENS,Chicago Fire,,,12.00,12.00,-3.00,-11.00,0,Zone 49,9,6,9
Chicago Fire v Colorado Rapids,First Half,707.100,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-3.00,-11.00,-2.00,-10.00,0,Zone 53,8,9,8
Chicago Fire v Colorado Rapids,First Half,708.500,Touch,Jeff LARENTOWICZ,Chicago Fire,,,-2.00,-10.00,0.00,-6.00,0,Zone 53,8,9,8
Chicago Fire v Colorado Rapids,First Half,710.000,Pass,Jeff LARENTOWICZ,Chicago Fire,,,0.00,-6.00,29.00,26.00,0,Zone 53,8,9,8
Chicago Fire v Colorado Rapids,First Half,712.900,Header,Maynor FIGUEROA,Colorado Rapids,Maynor FIGUEROA,Colorado Rapids,29.00,26.00,15.00,34.00,180,Zone 59,15,18,15
Chicago Fire v Colorado Rapids,First Half,722.900,Throw In,Matt POLSTER,Chicago Fire,,,15.00,34.00,-8.00,-6.00,0,Zone 49,12,13,12
Chicago Fire v Colorado Rapids,First Half,727.100,Pass,Jeff LARENTOWICZ,Chicago Fire,,,-8.00,-6.00,4.00,-30.00,0,Zone 53,8,9,8
Chicago Fire v Colorado Rapids,First Half,729.300,Pass,Joevin JONES,Chicago Fire,,,4.00,-30.00,10.00,-30.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,730.700,Pass,Patrick NYARKO,Chicago Fire,,,10.00,-30.00,11.00,-28.00,0,Zone 44,10,14,10
Chicago Fire v Colorado Rapids,First Half,731.500,Touch,Joevin JONES,Chicago Fire,,,11.00,-28.00,15.00,-27.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,733.000,Touch,Joevin JONES,Chicago Fire,,,15.00,-27.00,17.00,-27.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,733.800,Touch,Joevin JONES,Chicago Fire,,,17.00,-27.00,37.00,-22.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,735.300,Cross,Joevin JONES,Chicago Fire,,,37.00,-22.00,42.00,-3.00,0,Zone 1,7,12,7
Chicago Fire v Colorado Rapids,First Half,736.000,Pass,Kennedy IGBOANANIKE,Chicago Fire,,,42.00,-3.00,41.00,7.00,0,Zone 17,0,9,0
Chicago Fire v Colorado Rapids,First Half,737.300,Shot,David ACCAM,Chicago Fire,,,41.00,7.00,51.00,0.00,0,Zone 23,4,16,4
Chicago Fire v Colorado Rapids,First Half,738.100,Goalkeeper Save,Clint IRWIN,Colorado Rapids,,,51.00,0.00,45.00,-8.00,180,Zone 73,6,9,6
Chicago Fire v Colorado Rapids,First Half,739.200,Clearance,Drew MOOR,Colorado Rapids,,,45.00,-8.00,21.00,-9.00,180,Zone 81,13,15,13
Chicago Fire v Colorado Rapids,First Half,741.100,Pass,Kevin DOYLE,Colorado Rapids,,,21.00,-9.00,7.00,-26.00,180,Zone 90,4,5,4
Chicago Fire v Colorado Rapids,First Half,743.000,Touch,Gabriel TORRES,Colorado Rapids,,,7.00,-26.00,15.00,-23.00,180,Zone 57,5,11,5
Chicago Fire v Colorado Rapids,First Half,744.800,Foul,Gabriel TORRES,Colorado Rapids,Patrick NYARKO,Chicago Fire,15.00,-23.00,15.00,-23.00,180,Zone 58,5,11,5
Chicago Fire v Colorado Rapids,First Half,754.900,Direct Free Kick Pass,Drew MOOR,Colorado Rapids,,,15.00,-23.00,12.00,21.00,180,Zone 58,13,15,13
Chicago Fire v Colorado Rapids,First Half,756.200,Touch,Dillon SERNA,Colorado Rapids,,,12.00,21.00,12.00,23.00,180,Zone 52,5,11,5
Chicago Fire v Colorado Rapids,First Half,758.300,Pass,Dillon SERNA,Colorado Rapids,,,12.00,23.00,6.00,23.00,180,Zone 52,5,11,5
Chicago Fire v Colorado Rapids,First Half,761.900,Touch,Maynor FIGUEROA,Colorado Rapids,,,6.00,23.00,3.00,23.00,180,Zone 51,15,18,15
Chicago Fire v Colorado Rapids,First Half,762.900,Pass,Maynor FIGUEROA,Colorado Rapids,,,3.00,23.00,-11.00,26.00,180,Zone 51,15,18,15
Chicago Fire v Colorado Rapids,First Half,763.800,Touch,Dillon SERNA,Colorado Rapids,,,-11.00,26.00,-7.00,25.00,180,Zone 44,5,11,5
Chicago Fire v Colorado Rapids,First Half,764.500,Pass,Dillon SERNA,Colorado Rapids,,,-7.00,25.00,11.00,26.00,180,Zone 44,5,11,5
Chicago Fire v Colorado Rapids,First Half,765.300,Touch,Maynor FIGUEROA,Colorado Rapids,,,11.00,26.00,11.00,26.00,180,Zone 51,15,18,15
Chicago Fire v Colorado Rapids,First Half,766.100,Pass,Maynor FIGUEROA,Colorado Rapids,,,11.00,26.00,-37.00,26.00,180,Zone 51,15,18,15
Chicago Fire v Colorado Rapids,First Half,770.200,Clearance,Eric GEHRIG,Chicago Fire,,,-37.00,26.00,-20.00,20.00,0,Zone 100,10,8,10
Chicago Fire v Colorado Rapids,First Half,772.600,Touch,Dillon SERNA,Colorado Rapids,,,-20.00,20.00,-19.00,18.00,180,Zone 3,5,11,5
Chicago Fire v Colorado Rapids,First Half,773.800,Touch,Dillon SERNA,Colorado Rapids,,,-19.00,18.00,-20.00,8.00,180,Zone 3,5,11,5
Chicago Fire v Colorado Rapids,First Half,774.500,Pass,Dillon SERNA,Colorado Rapids,,,-20.00,8.00,5.00,-10.00,180,Zone 35,5,11,5
Chicago Fire v Colorado Rapids,First Half,777.100,Touch,Drew MOOR,Colorado Rapids,,,5.00,-10.00,4.00,-17.00,180,Zone 55,13,15,13
Chicago Fire v Colorado Rapids,First Half,778.300,Pass,Drew MOOR,Colorado Rapids,,,4.00,-17.00,-12.00,-27.00,180,Zone 57,13,15,13
Chicago Fire v Colorado Rapids,First Half,779.500,Touch,Gabriel TORRES,Colorado Rapids,,,-12.00,-27.00,-7.00,-27.00,180,Zone 49,5,11,5
Chicago Fire v Colorado Rapids,First Half,780.500,Pass,Gabriel TORRES,Colorado Rapids,,,-7.00,-27.00,18.00,0.00,180,Zone 50,5,11,5
Chicago Fire v Colorado Rapids,First Half,784.400,Touch,Sean ST LEDGER,Colorado Rapids,,,18.00,0.00,16.00,5.00,180,Zone 88,10,6,10
Chicago Fire v Colorado Rapids,First Half,785.700,Pass,Sean ST LEDGER,Colorado Rapids,,,16.00,5.00,12.00,8.00,180,Zone 54,10,6,10
